Id,path,class
image_0001_2534,train/pneumonia/image_0001_2534.jpg,PNEUMONIA
image_0001_1373,train/pneumonia/image_0001_1373.jpg,PNEUMONIA
image_0001_539,train/pneumonia/image_0001_539.jpg,PNEUMONIA
image_0001_1297,train/pneumonia/image_0001_1297.jpg,PNEUMONIA
image_0001_138,train/pneumonia/image_0001_138.jpg,PNEUMONIA
image_0001_2347,train/pneumonia/image_0001_2347.jpg,PNEUMONIA
image_0001_2571,train/pneumonia/image_0001_2571.jpg,PNEUMONIA
image_0001_1252,train/pneumonia/image_0001_1252.jpg,PNEUMONIA
image_0001_1806,train/pneumonia/image_0001_1806.jpg,PNEUMONIA
image_0001_897,train/pneumonia/image_0001_897.jpg,PNEUMONIA
image_0001_3169,train/pneumonia/image_0001_3169.jpg,PNEUMONIA
image_0001_1823,train/pneumonia/image_0001_1823.jpg,PNEUMONIA
image_0001_3327,train/pneumonia/image_0001_3327.jpg,PNEUMONIA
image_0001_2519,train/pneumonia/image_0001_2519.jpg,PNEUMONIA
image_0001_1908,train/pneumonia/image_0001_1908.jpg,PNEUMONIA
image_0001_236,train/pneumonia/image_0001_236.jpg,PNEUMONIA
image_0001_1814,train/pneumonia/image_0001_1814.jpg,PNEUMONIA
image_0001_2851,train/pneumonia/image_0001_2851.jpg,PNEUMONIA
image_0001_1267,train/pneumonia/image_0001_1267.jpg,PNEUMONIA
image_0001_3020,train/pneumonia/image_0001_3020.jpg,PNEUMONIA
image_0001_373,train/pneumonia/image_0001_373.jpg,PNEUMONIA
image_0001_1533,train/pneumonia/image_0001_1533.jpg,PNEUMONIA
image_0001_1332,train/pneumonia/image_0001_1332.jpg,PNEUMONIA
image_0001_470,train/pneumonia/image_0001_470.jpg,PNEUMONIA
image_0001_1449,train/pneumonia/image_0001_1449.jpg,PNEUMONIA
image_0001_1773,train/pneumonia/image_0001_1773.jpg,PNEUMONIA
image_0001_1428,train/pneumonia/image_0001_1428.jpg,PNEUMONIA
image_0001_3088,train/pneumonia/image_0001_3088.jpg,PNEUMONIA
image_0001_1647,train/pneumonia/image_0001_1647.jpg,PNEUMONIA
image_0001_2059,train/pneumonia/image_0001_2059.jpg,PNEUMONIA
image_0001_1440,train/pneumonia/image_0001_1440.jpg,PNEUMONIA
image_0001_2121,train/pneumonia/image_0001_2121.jpg,PNEUMONIA
image_0001_3391,train/pneumonia/image_0001_3391.jpg,PNEUMONIA
image_0001_1118,train/pneumonia/image_0001_1118.jpg,PNEUMONIA
image_0001_2574,train/pneumonia/image_0001_2574.jpg,PNEUMONIA
image_0001_2169,train/pneumonia/image_0001_2169.jpg,PNEUMONIA
image_0001_1186,train/pneumonia/image_0001_1186.jpg,PNEUMONIA
image_0001_2391,train/pneumonia/image_0001_2391.jpg,PNEUMONIA
image_0001_2298,train/pneumonia/image_0001_2298.jpg,PNEUMONIA
image_0001_1491,train/pneumonia/image_0001_1491.jpg,PNEUMONIA
image_0001_562,train/pneumonia/image_0001_562.jpg,PNEUMONIA
image_0001_2152,train/pneumonia/image_0001_2152.jpg,PNEUMONIA
image_0001_43,train/pneumonia/image_0001_43.jpg,PNEUMONIA
image_0001_1383,train/pneumonia/image_0001_1383.jpg,PNEUMONIA
image_0001_203,train/pneumonia/image_0001_203.jpg,PNEUMONIA
image_0001_1827,train/pneumonia/image_0001_1827.jpg,PNEUMONIA
image_0001_1622,train/pneumonia/image_0001_1622.jpg,PNEUMONIA
image_0001_629,train/pneumonia/image_0001_629.jpg,PNEUMONIA
image_0001_2692,train/pneumonia/image_0001_2692.jpg,PNEUMONIA
image_0001_2928,train/pneumonia/image_0001_2928.jpg,PNEUMONIA
image_0001_674,train/pneumonia/image_0001_674.jpg,PNEUMONIA
image_0001_1102,train/pneumonia/image_0001_1102.jpg,PNEUMONIA
image_0001_3291,train/pneumonia/image_0001_3291.jpg,PNEUMONIA
image_0001_3063,train/pneumonia/image_0001_3063.jpg,PNEUMONIA
image_0001_3370,train/pneumonia/image_0001_3370.jpg,PNEUMONIA
image_0001_3388,train/pneumonia/image_0001_3388.jpg,PNEUMONIA
image_0001_625,train/pneumonia/image_0001_625.jpg,PNEUMONIA
image_0001_259,train/pneumonia/image_0001_259.jpg,PNEUMONIA
image_0001_2853,train/pneumonia/image_0001_2853.jpg,PNEUMONIA
image_0001_2049,train/pneumonia/image_0001_2049.jpg,PNEUMONIA
image_0001_1506,train/pneumonia/image_0001_1506.jpg,PNEUMONIA
image_0001_1851,train/pneumonia/image_0001_1851.jpg,PNEUMONIA
image_0001_2461,train/pneumonia/image_0001_2461.jpg,PNEUMONIA
image_0001_264,train/pneumonia/image_0001_264.jpg,PNEUMONIA
image_0001_416,train/pneumonia/image_0001_416.jpg,PNEUMONIA
image_0001_1802,train/pneumonia/image_0001_1802.jpg,PNEUMONIA
image_0001_175,train/pneumonia/image_0001_175.jpg,PNEUMONIA
image_0001_128,train/pneumonia/image_0001_128.jpg,PNEUMONIA
image_0001_213,train/pneumonia/image_0001_213.jpg,PNEUMONIA
image_0001_1824,train/pneumonia/image_0001_1824.jpg,PNEUMONIA
image_0001_609,train/pneumonia/image_0001_609.jpg,PNEUMONIA
image_0001_3172,train/pneumonia/image_0001_3172.jpg,PNEUMONIA
image_0001_1689,train/pneumonia/image_0001_1689.jpg,PNEUMONIA
image_0001_2710,train/pneumonia/image_0001_2710.jpg,PNEUMONIA
image_0001_448,train/pneumonia/image_0001_448.jpg,PNEUMONIA
image_0001_1639,train/pneumonia/image_0001_1639.jpg,PNEUMONIA
image_0001_1349,train/pneumonia/image_0001_1349.jpg,PNEUMONIA
image_0001_520,train/pneumonia/image_0001_520.jpg,PNEUMONIA
image_0001_2493,train/pneumonia/image_0001_2493.jpg,PNEUMONIA
image_0001_775,train/pneumonia/image_0001_775.jpg,PNEUMONIA
image_0001_1741,train/pneumonia/image_0001_1741.jpg,PNEUMONIA
image_0001_1487,train/pneumonia/image_0001_1487.jpg,PNEUMONIA
image_0001_1826,train/pneumonia/image_0001_1826.jpg,PNEUMONIA
image_0001_1253,train/pneumonia/image_0001_1253.jpg,PNEUMONIA
image_0001_2898,train/pneumonia/image_0001_2898.jpg,PNEUMONIA
image_0001_673,train/pneumonia/image_0001_673.jpg,PNEUMONIA
image_0001_2162,train/pneumonia/image_0001_2162.jpg,PNEUMONIA
image_0001_1009,train/pneumonia/image_0001_1009.jpg,PNEUMONIA
image_0001_2416,train/pneumonia/image_0001_2416.jpg,PNEUMONIA
image_0001_2319,train/pneumonia/image_0001_2319.jpg,PNEUMONIA
image_0001_2238,train/pneumonia/image_0001_2238.jpg,PNEUMONIA
image_0001_2732,train/pneumonia/image_0001_2732.jpg,PNEUMONIA
image_0001_2346,train/pneumonia/image_0001_2346.jpg,PNEUMONIA
image_0001_2032,train/pneumonia/image_0001_2032.jpg,PNEUMONIA
image_0001_580,train/pneumonia/image_0001_580.jpg,PNEUMONIA
image_0001_57,train/pneumonia/image_0001_57.jpg,PNEUMONIA
image_0001_2385,train/pneumonia/image_0001_2385.jpg,PNEUMONIA
image_0001_3346,train/pneumonia/image_0001_3346.jpg,PNEUMONIA
image_0001_2699,train/pneumonia/image_0001_2699.jpg,PNEUMONIA
image_0001_3159,train/pneumonia/image_0001_3159.jpg,PNEUMONIA
image_0001_1761,train/pneumonia/image_0001_1761.jpg,PNEUMONIA
image_0001_1374,train/pneumonia/image_0001_1374.jpg,PNEUMONIA
image_0001_1721,train/pneumonia/image_0001_1721.jpg,PNEUMONIA
image_0001_1999,train/pneumonia/image_0001_1999.jpg,PNEUMONIA
image_0001_1283,train/pneumonia/image_0001_1283.jpg,PNEUMONIA
image_0001_616,train/pneumonia/image_0001_616.jpg,PNEUMONIA
image_0001_1122,train/pneumonia/image_0001_1122.jpg,PNEUMONIA
image_0001_2503,train/pneumonia/image_0001_2503.jpg,PNEUMONIA
image_0001_2775,train/pneumonia/image_0001_2775.jpg,PNEUMONIA
image_0001_410,train/pneumonia/image_0001_410.jpg,PNEUMONIA
image_0001_955,train/pneumonia/image_0001_955.jpg,PNEUMONIA
image_0001_464,train/pneumonia/image_0001_464.jpg,PNEUMONIA
image_0001_2998,train/pneumonia/image_0001_2998.jpg,PNEUMONIA
image_0001_2119,train/pneumonia/image_0001_2119.jpg,PNEUMONIA
image_0001_1925,train/pneumonia/image_0001_1925.jpg,PNEUMONIA
image_0001_3186,train/pneumonia/image_0001_3186.jpg,PNEUMONIA
image_0001_1215,train/pneumonia/image_0001_1215.jpg,PNEUMONIA
image_0001_1168,train/pneumonia/image_0001_1168.jpg,PNEUMONIA
image_0001_3154,train/pneumonia/image_0001_3154.jpg,PNEUMONIA
image_0001_418,train/pneumonia/image_0001_418.jpg,PNEUMONIA
image_0001_518,train/pneumonia/image_0001_518.jpg,PNEUMONIA
image_0001_1318,train/pneumonia/image_0001_1318.jpg,PNEUMONIA
image_0001_2793,train/pneumonia/image_0001_2793.jpg,PNEUMONIA
image_0001_1870,train/pneumonia/image_0001_1870.jpg,PNEUMONIA
image_0001_3090,train/pneumonia/image_0001_3090.jpg,PNEUMONIA
image_0001_3413,train/pneumonia/image_0001_3413.jpg,PNEUMONIA
image_0001_2708,train/pneumonia/image_0001_2708.jpg,PNEUMONIA
image_0001_487,train/pneumonia/image_0001_487.jpg,PNEUMONIA
image_0001_2150,train/pneumonia/image_0001_2150.jpg,PNEUMONIA
image_0001_2356,train/pneumonia/image_0001_2356.jpg,PNEUMONIA
image_0001_2382,train/pneumonia/image_0001_2382.jpg,PNEUMONIA
image_0001_297,train/pneumonia/image_0001_297.jpg,PNEUMONIA
image_0001_3037,train/pneumonia/image_0001_3037.jpg,PNEUMONIA
image_0001_2134,train/pneumonia/image_0001_2134.jpg,PNEUMONIA
image_0001_2705,train/pneumonia/image_0001_2705.jpg,PNEUMONIA
image_0001_1605,train/pneumonia/image_0001_1605.jpg,PNEUMONIA
image_0001_1512,train/pneumonia/image_0001_1512.jpg,PNEUMONIA
image_0001_2659,train/pneumonia/image_0001_2659.jpg,PNEUMONIA
image_0001_2456,train/pneumonia/image_0001_2456.jpg,PNEUMONIA
image_0001_1,train/pneumonia/image_0001_1.jpg,PNEUMONIA
image_0001_650,train/pneumonia/image_0001_650.jpg,PNEUMONIA
image_0001_2007,train/pneumonia/image_0001_2007.jpg,PNEUMONIA
image_0001_265,train/pneumonia/image_0001_265.jpg,PNEUMONIA
image_0001_1103,train/pneumonia/image_0001_1103.jpg,PNEUMONIA
image_0001_1768,train/pneumonia/image_0001_1768.jpg,PNEUMONIA
image_0001_1243,train/pneumonia/image_0001_1243.jpg,PNEUMONIA
image_0001_754,train/pneumonia/image_0001_754.jpg,PNEUMONIA
image_0001_2393,train/pneumonia/image_0001_2393.jpg,PNEUMONIA
image_0001_395,train/pneumonia/image_0001_395.jpg,PNEUMONIA
image_0001_2506,train/pneumonia/image_0001_2506.jpg,PNEUMONIA
image_0001_2333,train/pneumonia/image_0001_2333.jpg,PNEUMONIA
image_0001_2907,train/pneumonia/image_0001_2907.jpg,PNEUMONIA
image_0001_476,train/pneumonia/image_0001_476.jpg,PNEUMONIA
image_0001_888,train/pneumonia/image_0001_888.jpg,PNEUMONIA
image_0001_2724,train/pneumonia/image_0001_2724.jpg,PNEUMONIA
image_0001_283,train/pneumonia/image_0001_283.jpg,PNEUMONIA
image_0001_100,train/pneumonia/image_0001_100.jpg,PNEUMONIA
image_0001_154,train/pneumonia/image_0001_154.jpg,PNEUMONIA
image_0001_776,train/pneumonia/image_0001_776.jpg,PNEUMONIA
image_0001_2288,train/pneumonia/image_0001_2288.jpg,PNEUMONIA
image_0001_3233,train/pneumonia/image_0001_3233.jpg,PNEUMONIA
image_0001_1091,train/pneumonia/image_0001_1091.jpg,PNEUMONIA
image_0001_1048,train/pneumonia/image_0001_1048.jpg,PNEUMONIA
image_0001_86,train/pneumonia/image_0001_86.jpg,PNEUMONIA
image_0001_2735,train/pneumonia/image_0001_2735.jpg,PNEUMONIA
image_0001_1154,train/pneumonia/image_0001_1154.jpg,PNEUMONIA
image_0001_224,train/pneumonia/image_0001_224.jpg,PNEUMONIA
image_0001_3296,train/pneumonia/image_0001_3296.jpg,PNEUMONIA
image_0001_1680,train/pneumonia/image_0001_1680.jpg,PNEUMONIA
image_0001_1760,train/pneumonia/image_0001_1760.jpg,PNEUMONIA
image_0001_906,train/pneumonia/image_0001_906.jpg,PNEUMONIA
image_0001_794,train/pneumonia/image_0001_794.jpg,PNEUMONIA
image_0001_611,train/pneumonia/image_0001_611.jpg,PNEUMONIA
image_0001_863,train/pneumonia/image_0001_863.jpg,PNEUMONIA
image_0001_3241,train/pneumonia/image_0001_3241.jpg,PNEUMONIA
image_0001_2317,train/pneumonia/image_0001_2317.jpg,PNEUMONIA
image_0001_2352,train/pneumonia/image_0001_2352.jpg,PNEUMONIA
image_0001_2780,train/pneumonia/image_0001_2780.jpg,PNEUMONIA
image_0001_1290,train/pneumonia/image_0001_1290.jpg,PNEUMONIA
image_0001_979,train/pneumonia/image_0001_979.jpg,PNEUMONIA
image_0001_3099,train/pneumonia/image_0001_3099.jpg,PNEUMONIA
image_0001_2087,train/pneumonia/image_0001_2087.jpg,PNEUMONIA
image_0001_0,train/pneumonia/image_0001_0.jpg,PNEUMONIA
image_0001_1632,train/pneumonia/image_0001_1632.jpg,PNEUMONIA
image_0001_1369,train/pneumonia/image_0001_1369.jpg,PNEUMONIA
image_0001_2294,train/pneumonia/image_0001_2294.jpg,PNEUMONIA
image_0001_1272,train/pneumonia/image_0001_1272.jpg,PNEUMONIA
image_0001_3055,train/pneumonia/image_0001_3055.jpg,PNEUMONIA
image_0001_2304,train/pneumonia/image_0001_2304.jpg,PNEUMONIA
image_0001_2678,train/pneumonia/image_0001_2678.jpg,PNEUMONIA
image_0001_3200,train/pneumonia/image_0001_3200.jpg,PNEUMONIA
image_0001_3279,train/pneumonia/image_0001_3279.jpg,PNEUMONIA
image_0001_2063,train/pneumonia/image_0001_2063.jpg,PNEUMONIA
image_0001_3113,train/pneumonia/image_0001_3113.jpg,PNEUMONIA
image_0001_415,train/pneumonia/image_0001_415.jpg,PNEUMONIA
image_0001_2085,train/pneumonia/image_0001_2085.jpg,PNEUMONIA
image_0001_2484,train/pneumonia/image_0001_2484.jpg,PNEUMONIA
image_0001_1157,train/pneumonia/image_0001_1157.jpg,PNEUMONIA
image_0001_963,train/pneumonia/image_0001_963.jpg,PNEUMONIA
image_0001_1280,train/pneumonia/image_0001_1280.jpg,PNEUMONIA
image_0001_1752,train/pneumonia/image_0001_1752.jpg,PNEUMONIA
image_0001_3024,train/pneumonia/image_0001_3024.jpg,PNEUMONIA
image_0001_3378,train/pneumonia/image_0001_3378.jpg,PNEUMONIA
image_0001_3257,train/pneumonia/image_0001_3257.jpg,PNEUMONIA
image_0001_590,train/pneumonia/image_0001_590.jpg,PNEUMONIA
image_0001_1158,train/pneumonia/image_0001_1158.jpg,PNEUMONIA
image_0001_2876,train/pneumonia/image_0001_2876.jpg,PNEUMONIA
image_0001_972,train/pneumonia/image_0001_972.jpg,PNEUMONIA
image_0001_3096,train/pneumonia/image_0001_3096.jpg,PNEUMONIA
image_0001_727,train/pneumonia/image_0001_727.jpg,PNEUMONIA
image_0001_383,train/pneumonia/image_0001_383.jpg,PNEUMONIA
image_0001_826,train/pneumonia/image_0001_826.jpg,PNEUMONIA
image_0001_394,train/pneumonia/image_0001_394.jpg,PNEUMONIA
image_0001_907,train/pneumonia/image_0001_907.jpg,PNEUMONIA
image_0001_3329,train/pneumonia/image_0001_3329.jpg,PNEUMONIA
image_0001_2952,train/pneumonia/image_0001_2952.jpg,PNEUMONIA
image_0001_355,train/pneumonia/image_0001_355.jpg,PNEUMONIA
image_0001_1756,train/pneumonia/image_0001_1756.jpg,PNEUMONIA
image_0001_1273,train/pneumonia/image_0001_1273.jpg,PNEUMONIA
image_0001_1988,train/pneumonia/image_0001_1988.jpg,PNEUMONIA
image_0001_1669,train/pneumonia/image_0001_1669.jpg,PNEUMONIA
image_0001_2242,train/pneumonia/image_0001_2242.jpg,PNEUMONIA
image_0001_947,train/pneumonia/image_0001_947.jpg,PNEUMONIA
image_0001_671,train/pneumonia/image_0001_671.jpg,PNEUMONIA
image_0001_571,train/pneumonia/image_0001_571.jpg,PNEUMONIA
image_0001_315,train/pneumonia/image_0001_315.jpg,PNEUMONIA
image_0001_3011,train/pneumonia/image_0001_3011.jpg,PNEUMONIA
image_0001_3047,train/pneumonia/image_0001_3047.jpg,PNEUMONIA
image_0001_774,train/pneumonia/image_0001_774.jpg,PNEUMONIA
image_0001_2953,train/pneumonia/image_0001_2953.jpg,PNEUMONIA
image_0001_3285,train/pneumonia/image_0001_3285.jpg,PNEUMONIA
image_0001_1143,train/pneumonia/image_0001_1143.jpg,PNEUMONIA
image_0001_3301,train/pneumonia/image_0001_3301.jpg,PNEUMONIA
image_0001_1749,train/pneumonia/image_0001_1749.jpg,PNEUMONIA
image_0001_859,train/pneumonia/image_0001_859.jpg,PNEUMONIA
image_0001_254,train/pneumonia/image_0001_254.jpg,PNEUMONIA
image_0001_2136,train/pneumonia/image_0001_2136.jpg,PNEUMONIA
image_0001_7,train/pneumonia/image_0001_7.jpg,PNEUMONIA
image_0001_1294,train/pneumonia/image_0001_1294.jpg,PNEUMONIA
image_0001_201,train/pneumonia/image_0001_201.jpg,PNEUMONIA
image_0001_2890,train/pneumonia/image_0001_2890.jpg,PNEUMONIA
image_0001_1262,train/pneumonia/image_0001_1262.jpg,PNEUMONIA
image_0001_134,train/pneumonia/image_0001_134.jpg,PNEUMONIA
image_0001_66,train/pneumonia/image_0001_66.jpg,PNEUMONIA
image_0001_3344,train/pneumonia/image_0001_3344.jpg,PNEUMONIA
image_0001_2056,train/pneumonia/image_0001_2056.jpg,PNEUMONIA
image_0001_3117,train/pneumonia/image_0001_3117.jpg,PNEUMONIA
image_0001_605,train/pneumonia/image_0001_605.jpg,PNEUMONIA
image_0001_92,train/pneumonia/image_0001_92.jpg,PNEUMONIA
image_0001_105,train/pneumonia/image_0001_105.jpg,PNEUMONIA
image_0001_1408,train/pneumonia/image_0001_1408.jpg,PNEUMONIA
image_0001_2915,train/pneumonia/image_0001_2915.jpg,PNEUMONIA
image_0001_697,train/pneumonia/image_0001_697.jpg,PNEUMONIA
image_0001_1929,train/pneumonia/image_0001_1929.jpg,PNEUMONIA
image_0001_2750,train/pneumonia/image_0001_2750.jpg,PNEUMONIA
image_0001_1059,train/pneumonia/image_0001_1059.jpg,PNEUMONIA
image_0001_3397,train/pneumonia/image_0001_3397.jpg,PNEUMONIA
image_0001_287,train/pneumonia/image_0001_287.jpg,PNEUMONIA
image_0001_1936,train/pneumonia/image_0001_1936.jpg,PNEUMONIA
image_0001_2505,train/pneumonia/image_0001_2505.jpg,PNEUMONIA
image_0001_1463,train/pneumonia/image_0001_1463.jpg,PNEUMONIA
image_0001_1155,train/pneumonia/image_0001_1155.jpg,PNEUMONIA
image_0001_327,train/pneumonia/image_0001_327.jpg,PNEUMONIA
image_0001_3119,train/pneumonia/image_0001_3119.jpg,PNEUMONIA
image_0001_1718,train/pneumonia/image_0001_1718.jpg,PNEUMONIA
image_0001_2832,train/pneumonia/image_0001_2832.jpg,PNEUMONIA
image_0001_626,train/pneumonia/image_0001_626.jpg,PNEUMONIA
image_0001_2213,train/pneumonia/image_0001_2213.jpg,PNEUMONIA
image_0001_3,train/pneumonia/image_0001_3.jpg,PNEUMONIA
image_0001_3107,train/pneumonia/image_0001_3107.jpg,PNEUMONIA
image_0001_1020,train/pneumonia/image_0001_1020.jpg,PNEUMONIA
image_0001_2858,train/pneumonia/image_0001_2858.jpg,PNEUMONIA
image_0001_2879,train/pneumonia/image_0001_2879.jpg,PNEUMONIA
image_0001_177,train/pneumonia/image_0001_177.jpg,PNEUMONIA
image_0001_1177,train/pneumonia/image_0001_1177.jpg,PNEUMONIA
image_0001_1881,train/pneumonia/image_0001_1881.jpg,PNEUMONIA
image_0001_1302,train/pneumonia/image_0001_1302.jpg,PNEUMONIA
image_0001_523,train/pneumonia/image_0001_523.jpg,PNEUMONIA
image_0001_1862,train/pneumonia/image_0001_1862.jpg,PNEUMONIA
image_0001_2817,train/pneumonia/image_0001_2817.jpg,PNEUMONIA
image_0001_2648,train/pneumonia/image_0001_2648.jpg,PNEUMONIA
image_0001_2276,train/pneumonia/image_0001_2276.jpg,PNEUMONIA
image_0001_1227,train/pneumonia/image_0001_1227.jpg,PNEUMONIA
image_0001_308,train/pneumonia/image_0001_308.jpg,PNEUMONIA
image_0001_737,train/pneumonia/image_0001_737.jpg,PNEUMONIA
image_0001_2888,train/pneumonia/image_0001_2888.jpg,PNEUMONIA
image_0001_3036,train/pneumonia/image_0001_3036.jpg,PNEUMONIA
image_0001_2208,train/pneumonia/image_0001_2208.jpg,PNEUMONIA
image_0001_2110,train/pneumonia/image_0001_2110.jpg,PNEUMONIA
image_0001_2971,train/pneumonia/image_0001_2971.jpg,PNEUMONIA
image_0001_51,train/pneumonia/image_0001_51.jpg,PNEUMONIA
image_0001_425,train/pneumonia/image_0001_425.jpg,PNEUMONIA
image_0001_1599,train/pneumonia/image_0001_1599.jpg,PNEUMONIA
image_0001_714,train/pneumonia/image_0001_714.jpg,PNEUMONIA
image_0001_1825,train/pneumonia/image_0001_1825.jpg,PNEUMONIA
image_0001_2613,train/pneumonia/image_0001_2613.jpg,PNEUMONIA
image_0001_3215,train/pneumonia/image_0001_3215.jpg,PNEUMONIA
image_0001_787,train/pneumonia/image_0001_787.jpg,PNEUMONIA
image_0001_1010,train/pneumonia/image_0001_1010.jpg,PNEUMONIA
image_0001_3054,train/pneumonia/image_0001_3054.jpg,PNEUMONIA
image_0001_3040,train/pneumonia/image_0001_3040.jpg,PNEUMONIA
image_0001_3046,train/pneumonia/image_0001_3046.jpg,PNEUMONIA
image_0001_3308,train/pneumonia/image_0001_3308.jpg,PNEUMONIA
image_0001_2305,train/pneumonia/image_0001_2305.jpg,PNEUMONIA
image_0001_1055,train/pneumonia/image_0001_1055.jpg,PNEUMONIA
image_0001_579,train/pneumonia/image_0001_579.jpg,PNEUMONIA
image_0001_88,train/pneumonia/image_0001_88.jpg,PNEUMONIA
image_0001_1836,train/pneumonia/image_0001_1836.jpg,PNEUMONIA
image_0001_3399,train/pneumonia/image_0001_3399.jpg,PNEUMONIA
image_0001_1375,train/pneumonia/image_0001_1375.jpg,PNEUMONIA
image_0001_2334,train/pneumonia/image_0001_2334.jpg,PNEUMONIA
image_0001_474,train/pneumonia/image_0001_474.jpg,PNEUMONIA
image_0001_828,train/pneumonia/image_0001_828.jpg,PNEUMONIA
image_0001_2668,train/pneumonia/image_0001_2668.jpg,PNEUMONIA
image_0001_2190,train/pneumonia/image_0001_2190.jpg,PNEUMONIA
image_0001_2146,train/pneumonia/image_0001_2146.jpg,PNEUMONIA
image_0001_3260,train/pneumonia/image_0001_3260.jpg,PNEUMONIA
image_0001_3142,train/pneumonia/image_0001_3142.jpg,PNEUMONIA
image_0001_2812,train/pneumonia/image_0001_2812.jpg,PNEUMONIA
image_0001_341,train/pneumonia/image_0001_341.jpg,PNEUMONIA
image_0001_268,train/pneumonia/image_0001_268.jpg,PNEUMONIA
image_0001_2266,train/pneumonia/image_0001_2266.jpg,PNEUMONIA
image_0001_2682,train/pneumonia/image_0001_2682.jpg,PNEUMONIA
image_0001_1229,train/pneumonia/image_0001_1229.jpg,PNEUMONIA
image_0001_408,train/pneumonia/image_0001_408.jpg,PNEUMONIA
image_0001_123,train/pneumonia/image_0001_123.jpg,PNEUMONIA
image_0001_3216,train/pneumonia/image_0001_3216.jpg,PNEUMONIA
image_0001_2204,train/pneumonia/image_0001_2204.jpg,PNEUMONIA
image_0001_2776,train/pneumonia/image_0001_2776.jpg,PNEUMONIA
image_0001_2002,train/pneumonia/image_0001_2002.jpg,PNEUMONIA
image_0001_3141,train/pneumonia/image_0001_3141.jpg,PNEUMONIA
image_0001_795,train/pneumonia/image_0001_795.jpg,PNEUMONIA
image_0001_2034,train/pneumonia/image_0001_2034.jpg,PNEUMONIA
image_0001_855,train/pneumonia/image_0001_855.jpg,PNEUMONIA
image_0001_2563,train/pneumonia/image_0001_2563.jpg,PNEUMONIA
image_0001_1239,train/pneumonia/image_0001_1239.jpg,PNEUMONIA
image_0001_903,train/pneumonia/image_0001_903.jpg,PNEUMONIA
image_0001_1828,train/pneumonia/image_0001_1828.jpg,PNEUMONIA
image_0001_2878,train/pneumonia/image_0001_2878.jpg,PNEUMONIA
image_0001_2452,train/pneumonia/image_0001_2452.jpg,PNEUMONIA
image_0001_2196,train/pneumonia/image_0001_2196.jpg,PNEUMONIA
image_0001_2894,train/pneumonia/image_0001_2894.jpg,PNEUMONIA
image_0001_1979,train/pneumonia/image_0001_1979.jpg,PNEUMONIA
image_0001_3085,train/pneumonia/image_0001_3085.jpg,PNEUMONIA
image_0001_2573,train/pneumonia/image_0001_2573.jpg,PNEUMONIA
image_0001_2223,train/pneumonia/image_0001_2223.jpg,PNEUMONIA
image_0001_79,train/pneumonia/image_0001_79.jpg,PNEUMONIA
image_0001_2349,train/pneumonia/image_0001_2349.jpg,PNEUMONIA
image_0001_975,train/pneumonia/image_0001_975.jpg,PNEUMONIA
